Location Properties,,,,,,,,,,,,,,,,,,,,,
5/27/2025 17:49:42,,84.0074,5.375893,53.791275,0.007514339,0.035705023,6.7254276,3.7387874,257.89954,324.01944,14.360187,743.20105,12.810733,9.222159,0,77,990.8537,22.320799,41.26860514,-74.0875325,
5/27/2025 17:49:44,,84.06796,5.3302736,53.309116,0.007706496,0.036173217,6.7206483,4.007656,258.03882,335.48328,14.3428,743.20013,12.827583,9.23402,0,77,990.85254,22.320616,41.26860908,-74.08752836,
5/27/2025 17:49:46,,84.12853,5.2846537,52.826958,0.007898652,0.036641415,6.7158694,4.276525,258.17813,346.9471,14.325414,743.1992,12.844435,9.24588,0,77,990.8513,22.320435,41.26860881,-74.08752631,
5/27/2025 17:49:48,,84.88431,4.6591573,46.48898,0.04052355,0.2714527,6.649232,8.017392,223.46071,416.47144,14.232038,743.2055,12.833081,9.237789,0,77,990.85974,22.32028,41.2686127,-74.08753131,
5/27/2025 17:49:50,,84.93828,4.619844,46.086506,0.04178295,0.28025684,6.6451683,8.24566,222.23021,424.02084,14.224142,743.20526,12.836848,9.240437,0,77,990.8593,22.32014,41.26860954,-74.08752645,
5/27/2025 17:49:52,,84.99225,4.5805306,45.684032,0.043042347,0.28906098,6.641104,8.4739275,220.99971,431.57025,14.216247,743.20496,12.840615,9.243084,0,77,990.85895,22.320002,41.26860524,-74.08752536,
5/27/2025 17:49:54,,85.04622,4.5412173,45.28156,0.044301745,0.29786512,6.6370406,8.702196,219.76921,439.11966,14.208351,743.20465,12.844382,9.24573,0,77,990.8586,22.319862,41.26860257,-74.08752919,
5/27/2025 17:49:56,,85.7341,4.1104693,40.92965,0.08485449,0.3363805,6.5967984,10.959643,182.31255,363.37527,14.140038,743.1925,12.819773,9.228242,0,77,990.8424,22.32,41.26860257,-74.08752919,
5/27/2025 17:49:58,,85.772415,4.083924,40.660698,0.086864725,0.34144834,6.5941796,11.106601,180.39145,361.86438,14.135687,743.19214,12.819053,9.227728,0,77,990.8419,22.32,41.26860257,-74.08752919,
5/27/2025 17:50:0,,85.81073,4.057379,40.391747,0.08887496,0.34651613,6.591561,11.253557,178.47035,360.35345,14.131337,743.1918,12.818333,9.227213,0,77,990.8414,22.32,41.26860257,-74.08752919,
5/27/2025 17:50:2,,85.84905,4.0308332,40.1228,0.09088519,0.35158393,6.588942,11.400515,176.54926,358.84256,14.1269865,743.1914,12.817613,9.226699,0,77,990.8409,22.32,41.26860257,-74.08752919,
5/27/2025 17:50:4,,86.79834,3.6688113,36.47783,0.055510703,0.20958136,6.5658865,12.692746,156.41876,677.1028,14.0736475,743.19104,12.83042,9.235594,0,77,990.84045,22.32,41.26860257,-74.08752919,
5/27/2025 17:50:6,,86.846756,3.6476948,36.264923,0.05472113,0.20456365,6.564338,12.779556,155.05586,688.66534,14.070437,743.19086,12.830612,9.235723,0,77,990.8402,22.32,41.26860257,-74.08752919,
5/27/2025 17:50:8,,86.895164,3.6265783,36.05202,0.053931553,0.19954593,6.56279,12.866365,153.69295,700.22797,14.067227,743.1907,12.830806,9.235851,0,77,990.83997,22.32,41.26860257,-74.08752919,
5/27/2025 17:50:10,,86.94358,3.6054618,35.839115,0.053141978,0.19452822,6.5612416,12.953176,152.33003,711.7905,14.064018,743.1904,12.830999,9.23598,0,77,990.83966,22.32,41.26860257,-74.08752919,
