"Location Properties"
"Location Name = LW1"
"Location ID = b32bd0a6-23d2-4098-afa9-1e6c55328813"
"Latitude = 41.231365090412744 °"
"Longitude = -74.07638617052947 °"
""
"Report Properties"
"Start Time = 2025-10-01 09:22:58"
"Time Offset = -04:00:00"
"Duration = 00:06:56"
"Readings = 209"
""
"Instrument Properties"
"Device Model = Aqua TROLL 800"
"Device SN = 1155867"
""
""
"Date Time","Specific Conductivity (µS/cm) (1154450)","RDO Concentration (mg/L) (1147006)","RDO Saturation (%Sat) (1147006)","Oxygen Partial Pressure (Torr) (1147006)","BGA-PC Fluorescence (RFU) (1142613)","Chlorophyll-a Fluorescence (RFU) (1151543)","pH (pH) (1112266)","pH mV (mV) (1112266)","ORP (mV) (1112266)","Turbidity (NTU) (1154355)","Temperature (°C) (1155867)","Depth (m) (1147922)","Latitude (°)","Longitude (°)","Marked"
"2025-10-01 09:26:16","142.37329","0","0","-0.7748359","0.058457304","0.6238422","6.793195","-18.52883","-146.51321","4.3013153","10.626579","7.9823103","41.23130030089616","-74.0764896985235",""
"2025-10-01 09:26:18","142.319","0","0","-0.7751223","0.054155666","0.6201773","6.7927628","-18.505285","-146.51074","4.2794557","10.627816","7.98317","41.23130030089616","-74.0764896985235",""
"2025-10-01 09:26:20","144.14366","0","0","-0.79804873","0.08802067","0.70632815","6.7851324","-18.087214","-146.88493","4.63504","10.611215","8.006121","41.23130030089616","-74.0764896985235",""
"2025-10-01 09:26:22","144.20354","0","0","-0.7990408","0.08693863","0.7072518","6.784689","-18.062952","-146.90195","4.6373706","10.610851","8.007519","41.23130030089616","-74.0764896985235",""
"2025-10-01 09:26:24","144.26341","0","0","-0.80003285","0.08585659","0.7081754","6.784245","-18.03869","-146.91898","4.639702","10.610488","8.008916","41.23130030089616","-74.0764896985235",""
"2025-10-01 09:26:26","144.32329","0","0","-0.80102485","0.08477455","0.70909905","6.7838016","-18.01443","-146.93599","4.642033","10.610125","8.010314","41.23130030089616","-74.0764896985235",""
"2025-10-01 09:26:28","134.91394","0","0","-0.7815568","0.15014875","1.0232824","6.7790675","-17.762775","-147.32758","4.546177","10.723483","7.6045957","41.23130030089616","-74.0764896985235",""
"2025-10-01 09:26:30","134.5696","0","0","-0.7811766","0.15325348","1.0371888","6.778742","-17.745258","-147.34949","4.548039","10.727733","7.5888534","41.23130030089616","-74.0764896985235",""
"2025-10-01 09:26:32","134.22525","0","0","-0.78079647","0.15635821","1.051095","6.7784166","-17.727741","-147.3714","4.5499015","10.731982","7.5731115","41.231300300896166","-74.07648969852352",""
"2025-10-01 09:26:34","133.8809","0","0","-0.78041637","0.15946294","1.0650012","6.7780914","-17.710224","-147.39331","4.5517635","10.736233","7.5573697","41.23130030089616","-74.07648969852352",""
"2025-10-01 09:26:36","125.62134","0","0","-0.76131773","0.2686918","1.5354099","6.775077","-17.567558","-146.6991","5.5818114","11.095254","7.3195033","41.23130030089617","-74.07648969852352",""
"2025-10-01 09:26:38","125.13252","0","0","-0.7602382","0.2741536","1.5595795","6.77487","-17.557245","-146.67805","5.621564","11.111568","7.3031616","41.23130030089618","-74.07648969852352",""
"2025-10-01 09:26:40","124.643715","0","0","-0.7591586","0.27961534","1.5837492","6.7746625","-17.54693","-146.657","5.661316","11.127883","7.28682","41.231300300896194","-74.07648969852353",""
"2025-10-01 09:26:42","124.1549","0","0","-0.75807905","0.2850771","1.6079187","6.7744555","-17.536615","-146.63594","5.7010684","11.144197","7.2704782","41.23130030089619","-74.07648969852353",""
"2025-10-01 09:26:44","110.10013","0","0","-0.7334678","0.53548944","2.653699","6.7499866","-16.220585","-141.92252","5.9318194","11.566807","6.545784","41.23130030089619","-74.07648969852353",""
"2025-10-01 09:26:46","109.39362","0","0","-0.73215586","0.5474078","2.7037196","6.748952","-16.165241","-141.7222","5.9585943","11.58987","6.512562","41.23130030089618","-74.07648969852353",""
"2025-10-01 09:26:48","108.68712","0","0","-0.73084384","0.5593262","2.75374","6.7479167","-16.109896","-141.52188","5.9853697","11.612933","6.479339","41.231300300896166","-74.07648969852352",""
"2025-10-01 09:26:50","107.98061","0","0","-0.7295318","0.5712446","2.8037608","6.7468815","-16.05455","-141.32156","6.012145","11.635997","6.446117","41.23130030333929","-74.07648968551162",""
"2025-10-01 09:26:52","90.60916","0","0","-0.6659459","0.7242709","1.635928","6.7715707","-17.45167","-127.74035","5.134949","12.3310795","6.431803","41.2313003016884","-74.07648969430409",""
"2025-10-01 09:26:54","89.66802","0","0","-0.66295844","0.73469365","1.6066294","6.772154","-17.485823","-127.11366","5.1038427","12.36635","6.4189","41.231300301294695","-74.07648969640088",""
"2025-10-01 09:26:56","88.72689","0","0","-0.659971","0.74511635","1.5773307","6.772737","-17.519976","-126.48698","5.0727363","12.401621","6.405997","41.231300301096155","-74.07648969745833",""
"2025-10-01 09:26:58","87.78575","0","0","-0.65698355","0.7555391","1.548032","6.7733197","-17.554129","-125.8603","5.0416303","12.436892","6.3930936","41.23130030089616","-74.0764896985235",""
"2025-10-01 09:27:00","84.47115","0","0","-0.6066635","0.81175125","0.9545702","6.684289","-12.691859","-103.82223","3.0505333","13.283609","5.907949","41.23130030089616","-74.0764896985235",""
"2025-10-01 09:27:02","84.040146","0","0","-0.60356134","0.8166695","0.91138875","6.6811247","-12.51988","-102.707184","2.9560692","13.329497","5.8880134","41.23130030089616","-74.0764896985235",""
"2025-10-01 09:27:04","83.60914","0","0","-0.60045916","0.8215878","0.86820734","6.677961","-12.3479","-101.59214","2.8616052","13.375385","5.8680773","41.23130030089616","-74.0764896985235",""
"2025-10-01 09:27:06","83.17812","0","0","-0.597357","0.8265061","0.82502586","6.6747966","-12.175921","-100.47709","2.7671413","13.421273","5.848141","41.23130030090135","-74.07648969849588",""
"2025-10-01 09:27:08","80.62998","0","0","-0.51190454","0.62519807","0.505785","6.554301","-5.5354557","-82.74598","2.2218986","14.144881","5.8350005","41.23130030089616","-74.0764896985235",""
"2025-10-01 09:27:10","80.46653","0","0","-0.50759274","0.6180349","0.48299557","6.547943","-5.185812","-81.65938","2.1667325","14.1884165","5.826317","41.23130030089616","-74.0764896985235",""
"2025-10-01 09:27:12","80.303085","0","0","-0.5032809","0.6108718","0.4602062","6.541585","-4.836168","-80.57277","2.1115668","14.231953","5.8176327","41.23130030089616","-74.0764896985235",""
"2025-10-01 09:27:14","80.13964","0","0","-0.49896902","0.6037086","0.43741682","6.535227","-4.486524","-79.48617","2.056401","14.275488","5.8089485","41.23130030089616","-74.0764896985235",""
